CODIGO,GLOSA,FONASA,ISAPRE,PARTICULAR,N ORDEN,CATEGORIA
1902022,"URETERECTOMIA, URETEROPLASTIA, URETERORRAFIA, URETEROLISIS, TRANSURETEROANASTOMOSIS, CUALQUIER VIA O TECNICA.",1130850,1285969,1330665,25,Cirugia
1902023,URETERORRAFIA Y/O URETEROLISIS C/U,961800,1075314,1112685,25,Cirugia
1902024,"URETEROSTOMIA BILATERAL: VESICAL, CUTANEA O INTESTINAL",1130850,1285969,1330665,25,Cirugia
1902025,"URETEROSTOMIA UNILATERAL: VESICAL, CUTANEA O INTESTINAL",961800,1075314,1112685,25,Cirugia
1902027,CISTECTOMIA PARCIAL Y/O TRAT. QUIR. DE DIVERTICULO VESICAL,961800,1075314,1112685,25,Cirugia
1902028,"CISTECTOMIA RADICAL, CUALQUIER VIA O TECNICA, INCLUYE LINFADENECTOMIA AMPLIADA.",1573950,1860980,1925700,25,Cirugia
1902029,"CISTOPLASTIA, PROC. COMPLETO",1130850,1285969,1330665,25,Cirugia
1902030,REPARACION VESICAL POR TRAUMA O DAÑO DE CUALQUIER TIPO.,715050,813344,841575,25,Cirugia
1902031,"CISTOSTOMIA, EXTRACCION DE LITIASIS O CUERPO EXTRAÑO, INSTALACION DE CATETER SUPRAPUBICO, POR VIA ABIERTA O ENDOSCOPICA, C/S LASER",715050,813344,841575,25,Cirugia
1902032,"EXTROFIA VESICAL, PROC. COMPLETO",961800,1075314,1112685,25,Cirugia
1902033,"FISTULA VESICO-CUTANEA, Y/O VAGINAL, Y/O INTEST., TRAT. QUIR.",961800,1075314,1112685,25,Cirugia
1902034,CIRUGIA ABIERTA O ENDOSCOPICA DE LESIONES CUELLO VESICAL Y/O HEMOVEJIGA PRIMARIA O POST CIRUGIA PROSTATA O VEJIGA,961800,1075314,1112685,25,Cirugia
1902035,LIGADURA DE ARTERIAS HIPOGASTRICAS (PROC. AUT.),715050,813344,841575,25,Cirugia
1902036,OPERACION DE BRICKER,1365000,1543934,1597575,25,Cirugia
1902037,RESECCION ENDOSCOPICA DE CANCER VESICAL,1130850,1285969,1330665,25,Cirugia
1902038,RESERVORIO CONTINENTE INTESTINAL EXTERNO O INTERNO,1130850,1285969,1330665,25,Cirugia
1902040,"EXTIRPACION DIVERTICULO O QUISTE PARA-URETRAL, CUALQUIER VIA",961800,1075314,1112685,25,Cirugia
1902041,"FLEGMON URINOSO, DRENAJE Y CISTOSTOMIA",715050,813344,841575,25,Cirugia
1902043,URETROPLASTIA SIN SUBSTITUCION - URETRORRAFIA,715050,813344,841575,25,Cirugia
1902044,"URETROPLASTIA DE SUBSTITUCION, CADA TIEMPO",961800,1075314,1112685,25,Cirugia
1902045,"INCONTINENCIA URINARIA DE ESFUERZO O D.I.E. (DISFUNCION INTRINSECA DEL ESFINTER), CUALQUIER VIA UNICA O COMBINADA, CON O SIN INSTALACION DE MALLAS, ELEMENTOS PROTESICOS O ESFINTER ARTIFICIAL.",961800,1075314,1112685,25,Cirugia
1902047,MEATOTOMIA QUIRURGICA C/S RESECCION DE POLIPO O CARUNCULA,368550,418736,433335,25,Cirugia
1902049,"URETRECTOMIA Y /O PLASTIA ABIERTA DE URETRA POSTERIOR POR TRAUMA O, ESTENOSIS O CUALQUIER ETIOLOGIA",961800,1075314,1112685,25,Cirugia
1902050,FISTULECTOMIA URETRAL,368550,418736,433335,25,Cirugia
1902051,URETROSTOMIA,368550,418736,433335,25,Cirugia
1902052,URETROTOMIA EXTERNA (PROC. AUT.),368550,418736,433335,25,Cirugia
1902053,URETROTOMIA INTERNA Y/O URETROLITOTOMIA (PROC. AUT.),368550,418736,433335,25,Cirugia
1902054,"TRATAMIENTO QUIRURGICO DE ABSCESO PROSTATICO Y/O VESICULAS SEMINALES, CUALQUIER VIA O TECNICA",368550,418736,433335,25,Cirugia
1902055,"ADENOMA O CANCER PROSTATICO, RESECCION ENDOSCOPICA DESOBSTRUCTIVA, CUALQUIER TECNICA (UNI, BIPOLAR, LASER U OTROS)",961800,1075314,1112685,25,Cirugia
1902056,"ADENOMA PROSTATICO, TRAT. QUIR. CUALQUIER VIA O TECNICA ABIERTA",961800,1075314,1112685,25,Cirugia
1902057,"PROSTATECTOMIA RADICAL POR CANCER PROSTATICO, VIA ABIERTA, LAPAROSCOPICA O ROBOTICA, INCLUYE LINFADENECTOMIA SI CORRESPONDE",1365000,1543934,1597575,25,Cirugia
1902059,BIOPSIA QUIRURGICA DE TESTICULO Y/O ASPIRACION EPIDIDIMARIA.,368550,418736,433335,25,Cirugia
1902060,"DESCENSO TESTICULAR CON O SIN HERNIA, CUALQUIER TIEMPO, CUALQUIER TECNICA",572250,649892,672525,25,Cirugia
1902061,DESCENSO TESTICULO INGUINAL C/S HERNIOPLASTIA,368550,418736,433335,25,Cirugia
1902062,"ESCROTO, PLASTIA DE, PROC. COMPLETO",572250,649892,672525,25,Cirugia
1902063,HIDATIDECTOMIA UNILAT. C/S EVERSION DE LA VAGINAL (PROC. AUT.),368550,418736,433335,25,Cirugia
1902064,"HIDROCELE Y/O HEMATOCELE, INCLUYE QUISTES CORDON Y/O EPIDIDIMO Y/O HIDATIDECTOMIAS Y/O CIRUGIA INTRAVAGINAL DEL MISMO LADO",368550,418736,433335,25,Cirugia
1902065,ORQUIDECTOMIA UNILATERAL,368550,418736,433335,25,Cirugia
1902066,ORQUIDOPEXIA UNILATERAL,368550,418736,433335,25,Cirugia
1902067,"PROTESIS TESTICULAR, (PROC. AUT.)",368550,418736,433335,25,Cirugia
1902068,ORQUIDECTOMIA AMPLIADA POR CANCER TESTICULAR,572250,649892,672525,25,Cirugia
1902069,"DISECCION GANGLIONAR LUMBOAORTICA POR CANCER TESTICULAR, CUALQUIER VIA O TECNICA, UNI O BILATERAL O MODIFICADA.",1573950,1860980,1925700,25,Cirugia
1902070,Anastomosis deferentes o epididimo-deferencial,715050,813344,841575,25,Cirugia
1902071,"CIRUGIA DEL EPIDIDIMO Y CORDON (PROC.AUT), INCLUYE CIRUGIA INTRAVAGINAL Y/O VARICOCELE MISMO LADO",368550,418736,433335,25,Cirugia
1902072,PLASTIA EPIDIDIMO-DEFERENTE (OPERACION DE MARTIN O SIM.),715050,813344,841575,25,Cirugia
1902073,"QUISTES DEL CORDON, Y/O EPIDIDIMO, EXTIRPACION, EPIDIDIMOTOMIA DIAGNOSTICA Y/O TERAPEUTICA (PROC. AUT.)",368550,418736,433335,25,Cirugia
1902074,"EXPLORACION ESCROTO AGUDO. INCLUYE HEMATOCELE POR TRAUMA, DESTORSION Y FIJACION TESTICULO, HIDATIDECTOMIA Y EVERSION BILATERAL SI CORRESPONDE",368550,418736,433335,25,Cirugia
1902075,"VARICOCELE UNILATERAL Y/O DENERVACION CORDON ESPERMATICO (INCLUYE QUISTES, HIDATIDES E HIDROCELE MISMO LADO)",368550,418736,433335,25,Cirugia
1902076,"VASECTOMIA BILATERAL, (PROC. AUT.) (LA VASECTOMIA COMO TIEMPO PREVIO A UNA RESECCION DE PROSTATA ESTA INCLUIDA EN LA PROSTATECTOMIA)",368550,418736,433335,25,Cirugia
1902078,AMPUTACION PARCIAL DEL PENE (PROC. AUT.),572250,649892,672525,25,Cirugia
1902079,"AMPUTACION TOTAL DEL PENE, PROC. COMPLETO",961800,1075314,1112685,25,Cirugia
1902080,BIOPSIA DE PENE (PROC. AUT.),227850,260010,269115,25,Cirugia
1902081,CIRUGIA DEL PRIAPISMO CUALQUIER VIA O TECNICA,572250,649892,672525,25,Cirugia
1902082,"CIRCUNCISION (INCLUYE SECCION DE FRENILLO, Y/O DE SINEQUIAS BALANO-PREPUCIALES, Y/O INCISION DORSAL C/S MEATOTOMIA)",368550,418736,433335,25,Cirugia
1902083,CIRUGIA TRAUMATISMO PENEANO O CURVATURAS ADQUIRIDAS DE LA ALBUGINEA,368550,418736,433335,25,Cirugia
1902084,"MEATOTOMIA HOMBRE Y/O SECCION FRENILLO Y/O INCISION DORSAL, (PROC. AUT.)",227850,260010,269115,25,Cirugia
1902085,IMPLANTACION PROTESIS PENEANA CUALQUIER TIPO O VIA (NO INCLUYE PROTESIS),715050,813344,841575,25,Cirugia
1902090,TRATAMIENTO INTEGRAL LITIASIS URINARIA POR VIA LITOTRIPSIA EXTRACORPOREA,1365000,1543934,1597575,25,Cirugia
2001002,COLPOSCOPIA,119700,105081,140490,25,Cirugia
2001005,HISTEROSCOPIA DIAGNOSTICA (PROC. AUT.),227850,260010,269115,25,Cirugia
2001006,AMNIOCENTESIS,227850,260010,269115,25,Cirugia
2001007,CULDOCENTESIS (PUNCION DEL DOUGLAS),184800,196937,203805,25,Cirugia
2001012,GALACTOGRAFIA (A.C. 04-02-005),184800,196937,203805,25,Cirugia
2001013,HISTEROSALPINGOGRAFIA (A.C. 04-02-011),184800,196937,203805,25,Cirugia
2001014,"BIOPSIA ENDOMETRIO, VULVA, VAGINA, CUELLO, C/U (PROC. AUT.)",140700,157500,163065,25,Cirugia
2001015,& COLOCACION O EXTRACCION DE DISPOSITIVO INTRAUTERINO (NO INCLUYE EL VALOR DEL DISPOSITIVO),140700,157500,163065,25,Cirugia
2001016,ELECTRODIATERMO O CRIOCOAGULACION DE LESIONES DEL CUELLO,140700,157500,163065,25,Cirugia
2002001,"ABSCESO Y/O HEMATOMA DE MAMA, TRAT.QUIR.",184800,196937,203805,25,Cirugia
2002002,MASTECTOMIA PARCIAL (CUADRANTECTOMIA O SIMILAR) O TOTAL S/VACIAMIENTO GANGLIONAR,572250,649892,672525,25,Cirugia
2002003,MASTECTOMIA RADICAL O TUMORECTOMIA C/VACIAMIENTO GANGLIONAR O MASTECTOMIA TOTAL C/VACIAMIENTO GANGLIONAR,715050,813344,841575,25,Cirugia
2002005,"TUMOR BENIGNO Y/O QUISTE Y/O MAMA SUPERNUMERARIA Y/O ABERRANTE O POLITELIA, O BIOPSIA QUIRURGICA EXTEMPORANEA, TRAT. QUIR. (PROC. AUT)",368550,418736,433335,25,Cirugia
2003001,"OOFORECTOMIA PARCIAL O TOTAL, UNI O BILATERAL (PROC. AUT.)",715050,813344,841575,25,Cirugia
2003002,"ANEXECTOMIA Y/O VAC. DE ABSCESO TUBO-OVARICO, UNI O BILATERAL.",715050,813344,841575,25,Cirugia
2003003,"EMBARAZO TUBARIO, TRAT. QUIR.",715050,813344,841575,25,Cirugia
2003004,"LIGADURA O SECCION UNI O BILATERAL DE LAS TROMPAS (MADLENER, POMEROY, O SIMILARES) (PROC. AUT.)",715050,813344,841575,25,Cirugia
2003005,SALPINGECTOMIA UNI O BILATERAL,715050,813344,841575,25,Cirugia
2003006,"ESTERILIDAD TUBARIA, OPERACION PLASTICA UNI O BILATERAL CON MICROCIRUGIA",1130850,1285969,1330665,25,Cirugia
2003007,"ESTERILIDAD TUBARIA, OPERACION PLASTICA UNI O BILATERAL SIN MICROCIRUGIA",961800,1075314,1112685,25,Cirugia
2003008,MIOMECTOMIA,961800,1075314,1112685,25,Cirugia
2003009,HISTERECTOMIA SUBTOTAL POR VIA ABDOMINAL,961800,1075314,1112685,25,Cirugia
2003010,HISTERECTOMIA TOTAL O AMPLIADA POR VIA ABDOMINAL,961800,1075314,1112685,25,Cirugia
2003011,"LIGAMENTO ANCHO: ABSCESOS Y/O HEMATOMAS Y/O FLEGMONES Y/O QUISTOMAS Y/O VARICES U OTROS, TRAT. QUIR. (PROC. AUT.)",961800,1075314,1112685,25,Cirugia
2003012,"CONIZACION Y/O AMPUTACION DEL CUELLO UTERINO, DIAGNOSTICA Y/O TERAPEUTICA C/S BIOPSIA",368550,418736,433335,25,Cirugia
2003013,EXANTERACION PELVIANA ANTERIOR Y/O POSTERIOR,2116800,2571936,2661330,25,Cirugia
2003014,HISTERECTOMIA POR VIA VAGINAL,961800,1075314,1112685,25,Cirugia
2003015,"HISTERECTOMIA RADICAL CON DISECCION PELVIANA COMPLETA DE TERRITORIOS GANGLIONARES, INCLUYE GANGLIOS LUMBOAORTICOS (OPERACION DE WERTHEIM O SIMILARES)",1365000,1543934,1597575,25,Cirugia
2003016,"HISTERECTOMIA TOTAL C/INTERVENCION INCONTINENCIA URINARIA, CUALQUIER TECNICA",961800,1075314,1112685,25,Cirugia
2003017,HISTEROPEXIA,961800,1075314,1112685,25,Cirugia
2003018,PLASTIA UTERINA (OPERACION DE STRASSMANN O SIMILARES),961800,1075314,1112685,25,Cirugia
2003019,POLIPECTOMIA (UNO O MAS) (PROC. AUT.),227850,260010,269115,25,Cirugia
2003020,"SINEQUIA Y/O ESTENOSIS CERVICAL, TRAT. QUIR.",368550,418736,433335,25,Cirugia
2003021,COLPOCELIOTOMIA,368550,418736,433335,25,Cirugia
2003022,"INCONTINENCIA URINARIA DE ESFUERZO, TRAT. QUIR. POR VIA VAGINAL (PROC. AUT.)",572250,649892,672525,25,Cirugia
2003023,"PROLAPSO ANTERIOR Y/O POSTERIOR CON REPAR., INCONTINENCIA URINARIA POR VIA EXTRAVAGINAL O COMBINADA",961800,1075314,1112685,25,Cirugia
2003024,"PROLAPSO ANTERIOR Y/O POSTERIOR C/S TRAT. DE INCONTINENCIA URINARIA POR VIA VAGINAL, TRAT. QUIR.",715050,813344,841575,25,Cirugia
2003025,"QUISTE Y/O DESGARRO Y/O TABIQUE VAGINAL, TRAT. QUIR.",368550,418736,433335,25,Cirugia
2003026,"BARTOLINITIS, VACIAMIENTO Y DRENAJE (PROC. AUT.)",227850,260010,269115,25,Cirugia
2003027,BARTOLINOCISTONEOSTOMIA O EXTIRP. DE LA GLANDULA,368550,418736,433335,25,Cirugia
2003028,VULVECTOMIA RADICAL,961800,1075314,1112685,25,Cirugia
2003029,VULVECTOMIA SIMPLE,572250,649892,672525,25,Cirugia
2003030,DESGARRO CERVICAL TRAT. QUIR.,368550,418736,433335,25,Cirugia
2003031,"VIDEOLAPAROSCOPIA GINECOLOGICA EXPLORADORA (INCLUYE TOMA DE MUESTRAS PARA BIOPSIAS, PUNCION DE QUISTES Y LIBERACION DE ADHERENCIAS) (PROC. AUT.)",715050,813344,841575,25,Cirugia
2003040,INCOMPETENCIA CERVICAL TRAT. QUIR.,368550,418736,433335,25,Cirugia
2003041,"EXTRACCION DE DIU INCRUSTADO, POR VIA ABDOMINAL",961800,1075314,1112685,25,Cirugia
2004001,"ABORTO RETENIDO, VACIAMIENTO DE (INCLUYE LA INDUCCION EN LOS CASOS QUE CORRESPONDA)",227850,260010,269115,25,Cirugia
2004002,RASPADO UTERINO DIAGNOSTICO O TERAPEUTICO POR METRORRAGIA O POR RESTOS DE ABORTO,227850,260010,269115,25,Cirugia
2004003,"PARTO PRESENTACION CEFALICA O PODALICA, C/S EPISIOTOMIA, C/S SUTURA, C/S FORCEPS, C/S INDUCCION, C/S VERSION INTERNA, C/S REVISION, C/S EXTRACCION MANUAL DE PLACENTA, C/S MONITORIZACION. (UNICO O MULTIPLE)",572250,649892,672525,25,Cirugia
2004006,CESAREA C/S SALPINGOLIGADURA O SALPINGECTOMIA,715050,813344,841575,25,Cirugia
2004007,ASPIRACION MANUAL ENDOUTERINA (AMEU),140700,157500,163065,25,Cirugia
2004009,FOTOTERAPIA A RECIEN NACIDOS,140700,157500,163065,26,Cirugia
2101001,"INFILTRACION LOCAL MEDICAMENTOS, Y/O PUNCION EVACUADORA C/S TOMA DE MUESTRA (EN INTERFALANGICAS COMPRENDE HASTA DOS POR SESION)",140700,157500,163065,25,Cirugia
2101002,PROCEDIMIENTO PARA EXPLORACIONES RADIOLOGICAS (INCLUYE MANIOBRA E INYECCION DEL MEDIO DE CONTRASTE),119700,105081,140490,25,Cirugia
2101003,MOVILIZACION ARTICULAR BAJO ANESTESIA GENERAL.,368550,418736,433335,25,Cirugia
2104001,"ARTROSCOPIA DIAGNOSTICA C/S BIOPSIA, C/S SECCION DE BRIDAS, EXTRACCION DE CUERPO EXTRAÑO",184800,196937,203805,25,Cirugia
2104002,"EXOSTOSIS U OSTEOCONDROMA, TRAT. QUIR.",184800,196937,203805,25,Cirugia
2104003,"QUISTES SINOVIALES DE VAINAS FLEXORAS, BURSAS",184800,196937,203805,25,Cirugia
2104004,TRACCION HALOCRANEANA O ESTRIBO-CRANEANA (PROC. AUT.),184800,196937,203805,25,Cirugia
2104005,TRACCION HALOCRANEO-FEMORAL,184800,196937,203805,25,Cirugia
2104006,TRACCION TRANSESQUELETICA O DE PARTES BLANDAS EN ADULTOS O EN NIÑOS (PROC. AUT.),140700,157500,163065,25,Cirugia
2104007,"ARTRODESIS DE CODO O MUÑECA, C/U",227850,260010,269115,25,Cirugia
2104008,"ARTRODESIS DE HOMBRO, CADERA,RODILLA, TOBILLO O SACROILIACA, C/U",368550,418736,433335,25,Cirugia
2104009,ARTRODESIS DE MANO O PIE C/U,227850,260010,269115,25,Cirugia
2104010,"TRATAMIENTO COMPLETO DE FRACTURAS EXPUESTAS DE BRAZO, ANTEBRAZO, MUSLO Y PIERNA, C/U",572250,649892,672525,25,Cirugia
2104011,"TRATAMIENTO COMPLETO DE FRACTURAS EXPUESTAS DE MANO O PIE, C/U",368550,418736,433335,25,Cirugia
2104012,"OSTEITIS, RASPADO, C/S SECUESTRECTOMIA",368550,418736,433335,25,Cirugia
2104013,"OSTEOMIELITIS AGUDA HEMATOGENA, DRENAJE QUIRURGICO, C/S DISPOSITIVOS DE OSTEOCLISIS",572250,649892,672525,25,Cirugia
2104014,"OSTEOMIELITIS CRONICA HUESOS LARGOS, LEGRADO OSEO, C/S OSTEOSINTESIS O APARATO DE YESO",572250,649892,672525,25,Cirugia
2104015,ARTROTOMIA HOMBRO O CADERA C/U,572250,649892,672525,25,Cirugia
2104016,"Artrotomia de codo, muñeca, tobillo o temporomandibular, c/u",368550,418736,433335,25,Cirugia
2104017,"PSEUDOARTROSIS INFECTADA HUESOS LARGOS, TRAT. QUIR. CUALQUIER TECNICA, C/S DISPOSITIVO DE OSTEOCLISIS, C/S OSTEOSINTESIS O APARATO DE YESO",572250,649892,672525,25,Cirugia
2104018,AUTOTRASPLANTE OSEO MICROQUIRURGICO,1573950,1860980,1925700,25,Cirugia
2104019,INJERTO ESPONJOSO METAFISIARIO,227850,260010,269115,25,Cirugia
2104020,INJERTOS ESPONJOSOS O CORTICO-ESPONJOSOS DE CRESTA ILIACA,227850,260010,269115,25,Cirugia
2104021,TRANSPLANTE OSEO (AUTO U HOMOTRANSPLANTE),715050,813344,841575,25,Cirugia
2104022,"LESIONES QUISTICAS CON FRACTURA PATOLOGICA: LEGRADO OSEO, C/S RELLENO INJERTO ESPONJOSO, C/S OSTEOSINTESIS Y/O APARATO DE INMOVILIZACION POSTOPERATORIA",715050,813344,841575,25,Cirugia
2104023,"LESIONES QUISTICAS INTRAOSEA: LEGRADO OSEO, C/S RELLENO DE INJERTOS",715050,813344,841575,25,Cirugia
2104024,"METASTASIS OSEA C/S FRACTURA PATOLOGICA, LEGRADO TUMORAL, RELLENO CEMENTO QUIRURGICO Y OSTEOSINTESIS",715050,813344,841575,25,Cirugia
2104025,"TUMOR OSEO, RESECCION EN BLOQUE, C/S OSTEOSINTESIS Y/O APARATO INMOVILIZACION POSTOPERATORIO",715050,813344,841575,25,Cirugia
2104026,"TUMORES O QUISTES O LESIONES PSEUDOQUISTICAS O MUSCULARES Y/O TENDINEAS, TRAT. QUIR.",715050,813344,841575,25,Cirugia
2104027,"TUMORES OSEOS: RESECCION EN BLOQUE, EPIFISIARIA C/ARTRODESIS O DIAFISIARIA",715050,813344,841575,25,Cirugia
2104028,"TUMORES PRIMARIOS O METASTASICOS VERTEBRALES: CORPORECTOMIA, REEMPLAZO POR CEMENTO QUIR. O INJERTO OSEO, C/S OSTEOSINTESIS",1573950,1860980,1925700,25,Cirugia
2104029,"SINOVECTOMIAS QUIRURGICAS DE CODO O MUÑECA O METACARPOFALANGICAS, C/U",368550,418736,433335,25,Cirugia
2104030,"SINOVECTOMIAS QUIRURGICAS DE RODILLA O CADERA U HOMBRO, C/U",572250,649892,672525,25,Cirugia
2104031,EPINEURORRAFIA MICROQUIRURGICA CON MAGNIFICACION CUALQUIER TRONCO NERVIOSO (CON EXCEPCION NERVIOS DIGITALES),1130850,1285969,1330665,25,Cirugia
2104033,BIOPSIA OSEA POR PUNCION,184800,196937,203805,25,Cirugia
2104034,BIOPSIA OSEA QUIRURGICA,368550,418736,433335,25,Cirugia
2104035,BIOPSIA SINOVIAL O MUSCULAR POR PUNCION,140700,157500,163065,25,Cirugia
2104036,BIOPSIA SINOVIAL O MUSCULAR QUIRURGICA,227850,260010,269115,25,Cirugia
2104037,BIOPSIA VERTEBRAL POR PUNCION,227850,260010,269115,25,Cirugia
2104038,REGULARIZACION DE MUÑON DE AMPUTACION,227850,260010,269115,25,Cirugia
2104039,"OSTEOCONDROSIS O EPIFISITIS, TRAT. QUIR.",368550,418736,433335,25,Cirugia
2104040,AMPUTACION INTERESCAPULO-TORACICA,1573950,1860980,1925700,25,Cirugia
2104041,DESARTICULACION ESCAPULO-HUMERAL,1365000,1543934,1597575,25,Cirugia
2104042,"ENDOPROTESIS TOTAL DE HOMBRO,(CUALQUIER TECNICA)",1365000,1543934,1597575,25,Cirugia
2104044,"FRACTURA CUELLO HUMERAL, TRAT. QUIR.",715050,813344,841575,25,Cirugia
2104045,"FRACTURA DE CLAVICULA, OSTEOSINTESIS",368550,418736,433335,25,Cirugia
2104046,"FRACTURA ESCAPULA, OSTEOSINTESIS",572250,649892,672525,25,Cirugia
2104047,"LUXACION ACROMIO-CLAVICULAR O ESTERNO-CLAVICULAR, REDUCCION O PLASTIA CAPSULOLIGAMENTOSA Y OSTEOSINTESIS",715050,813344,841575,25,Cirugia
2104048,"LUXACION RECIDIVANTE DE HOMBRO, TRAT. QUIR.",572250,649892,672525,25,Cirugia
2104049,"LUXACION TRAUMATICA DE HOMBRO, REDUCCION CRUENTA",368550,418736,433335,25,Cirugia
2104050,"LUXOFRACTURA, REDUCCION Y OSTEOSINTESIS HOMBRO",715050,813344,841575,25,Cirugia
2104051,"RUPTURA MANGUITO ROTADORES, TRAT. QUIR. C/S ACROMIECTOMIA",715050,813344,841575,25,Cirugia
2104052,TRANSPOSICIONES MUSCULARES,572250,649892,672525,25,Cirugia
2104053,AMPUTACION BRAZO,715050,813344,841575,25,Cirugia
2104054,"FRACTURA SUPRACONDILEA NIÑO, TRACCION ESQUELETICA, C/S OSTEOSINTESIS Y APARATO DE YESO",572250,649892,672525,25,Cirugia
2104055,OSTEOSINTESIS DIAFISIARIA DE HUMERO (CUALQUIER TECNICA),572250,649892,672525,25,Cirugia
2104056,OSTEOSINTESIS SUPRA O INTERCONDILEA (CUALQUIER TECNICA),572250,649892,672525,25,Cirugia
2104057,OSTEOTOMIA HUMERO (CUALQUIER TECNICA),572250,649892,672525,25,Cirugia
2104058,PSEUDOARTROSIS C/S OSTEOSINTESIS C/S YESO HUMERO,572250,649892,672525,25,Cirugia
2104059,ARTROPLASTIA CON FASCIA CODO,715050,813344,841575,25,Cirugia
2104060,"CUPULA RADIAL, RESECCION",572250,649892,672525,25,Cirugia
2104061,"CUPULA RADIAL, (RESECCION CON IMPLANTE DE PROTESIS) ARTROPLASTIA",715050,813344,841575,25,Cirugia
2104062,"ENDOPROTESIS TOTAL DE CODO, (CUALQUIER TECNICA)",1365000,1543934,1597575,25,Cirugia
2104063,"EPICONDILITIS, TRAT. QUIR. (CUALQUIER TECNICA)",572250,649892,672525,25,Cirugia
2104064,"LUXACION DE CODO, REDUCCION CRUENTA",368550,418736,433335,25,Cirugia
2104065,"LUXOFRACTURA DE CODO, REDUCCION CRUENTA C/S RESECCION CUPULA RADIAL",572250,649892,672525,25,Cirugia
2104066,OSTEOSINTESIS EPITROCLEA-EPICONDILO (CUALQUIER TECNICA),572250,649892,672525,25,Cirugia
2104067,OSTEOSINTESIS OLECRANON U OSTEOSINTESIS DE CUPULA RADIAL (PROC. AUT.) (CUALQUIER TECNICA),572250,649892,672525,25,Cirugia
2104068,TRASLOCACION NERVIO CUBITAL (PROC. AUT.),715050,813344,841575,25,Cirugia
2104069,OPERACION DE SALVATAJE RADIO-PROCUBITO,715050,813344,841575,25,Cirugia
2104070,AMPUTACION ANTEBRAZO,715050,813344,841575,25,Cirugia
2104071,EXTIRPACION METAFISIS DISTAL DEL CUBITO Y ARTRODESIS RADIOCUBITAL INFERIOR,572250,649892,672525,25,Cirugia
2104072,"LUXOFRACTURAS (MONTEGGIA-GALEAZZI), REDUCC. Y OSTEOSINTESIS",572250,649892,672525,25,Cirugia
2104073,"OSTEOSINTESIS, FRACT.CERRADA CUBITO Y/O RADIO (CUALQ. TECN.)",572250,649892,672525,25,Cirugia
2104074,"OSTEOTOMIA UNO O AMBOS HUESOS, C/S OSTEOSINTESIS C/S YESO O TRAT. QUIR. ENF. DE KIENBOCK",572250,649892,672525,25,Cirugia
2104075,PSEUDOARTROSIS CUBITO Y/O RADIO C/S OSTEOSINTESIS C/S YESO,572250,649892,672525,25,Cirugia
2104076,"SINOSTOSIS RADIO-CUBITAL, TRAT. QUIR., C/S INJERTO",572250,649892,672525,25,Cirugia
2104077,TRASPLANTES MUSCULO-TENDINOSOS ANTEBRAZO,572250,649892,672525,25,Cirugia
2104078,"CONTRACTURA ISQUEM. DE VOLKMANN: DESCENSO MUSCULAR, NEUROLISIS",572250,649892,672525,25,Cirugia
2104079,"ENDOPROTESIS TOTAL DE MUÑECA, (CUALQUIER TECNICA)",1365000,1543934,1597575,25,Cirugia
2104080,"ESTILOIDES CUBITAL, RADIAL, RESECCION DE.",368550,418736,433335,25,Cirugia
2104081,"FRACTURA O PSEUDOARTROSIS ESCAFOIDES, TRAT. QUIR. CUALQ. TECN.",368550,418736,433335,25,Cirugia
2104083,"LUXACION RADIOCARPIANA, TRAT. QUIR.",368550,418736,433335,25,Cirugia
2104084,"LUXACION SEMILUNAR ,ESCAFOIDEA, REDUCCION Y OSTEOSINTESIS SEMICRUENTA O CRUENTA",368550,418736,433335,25,Cirugia
2104085,"OSTEOSINTESIS RADIO, (CUALQUIER TECNICA)",572250,649892,672525,25,Cirugia
2104086,"TENDOVAGINOSIS DE DE QUERVAIN, TRAT. QUIR.",572250,649892,672525,25,Cirugia
2104087,AMPUTACION DEDOS (TRES O MAS),368550,418736,433335,25,Cirugia
2104088,AMPUTACION DEDOS (UNO O DOS),227850,260010,269115,25,Cirugia
2104089,AMPUTACION MANO O DEL PULGAR,572250,649892,672525,25,Cirugia
2104090,AMPUTACION PULPEJOS (PLASTIA KUTLER O SIMILARES),227850,260010,269115,25,Cirugia
2104091,"CONTRACTURA DUPUYTREN, TRAT. QUIR., CADA TIEMPO",368550,418736,433335,25,Cirugia
2104092,"CONTUSION-COMPRESION GRAVE MANO, TRAT. QUIR. INCLUYE INCISIONES LIBERADORAS Y/O FASCIOTOMIA Y/O ESCARECTOMIA Y/O INJERTOS PIEL INMEDIATOS Y SINTESIS PERCUTANEA",368550,418736,433335,25,Cirugia
2104093,"DEDOS EN GATILLO, TRAT. QUIR., CUALQUIER NUMERO",227850,260010,269115,25,Cirugia
2104094,"FLEGMON MANO, TRAT. QUIR.",184800,196937,203805,25,Cirugia
2104095,"LUXOFRACTURA METACARPOFALANGICA O INTERFALANGICA, TRAT. QUIR.",227850,260010,269115,25,Cirugia
2104096,"MANO REUMATICA EN RAFAGA: TRASLOCACIONES TENDINOSAS, PLASTIAS CAPSULARES, TENOTOMIAS, INMOVILIZACION POSTOPERATORIA",572250,649892,672525,25,Cirugia
2104097,"MANO REUMATICA: IMPLANT. SILASTIC, CUALQ. NUMERO (PROC. AUT.)",715050,813344,841575,25,Cirugia
2104098,"MUTILACION GRAVE MANO, ASEO. QUIR. COMPLETO C/S OSTEOSINTESIS, C/S INJERTOS",572250,649892,672525,25,Cirugia
