CODIGO,GLOSA,FONASA,ISAPRE,PARTICULAR,N ORDEN,CATEGORIA
1704017,TUMORES O QUISTES DE MEDIASTINO (ANTERIOR O POSTERIOR) TRAT. QUIR. C/S DISECCION GANGLIONAR,1365000,1543934,1597575,25,Cirugia
1704018,CIRUGIA DEL DIAFRAGMA CON CIRUGIA DE VISCERAS ABDOMINALES O TORACICAS,1365000,1543934,1597575,25,Cirugia
1704019,"HERIDAS TRAUMATICAS DEL DIAFRAGMA, TRAT. QUIR.",1130850,1285969,1330665,25,Cirugia
1704020,HERNIOPLASTIA DIAFRAGMATICA POR VIA TORACICA C/ PROTESIS (NO INCLUYE VALOR DE LA PROTESIS),1365000,1543934,1597575,25,Cirugia
1704021,"HERNIOPLASTIA DIAFRAGMATICA POR VIA TORACICA, SIN PROTESIS",1130850,1285969,1330665,25,Cirugia
1704022,"TUMORES, MALFORMACIONES O QUISTES DEL DIAFRAGMA (NO INCLUYE VALOR DE LA PROTESIS) TRAT. QUIR.",1365000,1543934,1597575,25,Cirugia
1704023,"CUERPO EXTRAÑO PLEURAL, EXTRAC. QUIR.",1130850,1285969,1330665,25,Cirugia
1704024,DECORTICACION PLEUROPULMONAR (PLEURECTOMIA PARCIAL O TOTAL),1573950,1860980,1925700,25,Cirugia
1704025,PLEURODESIS POR PLEUROTOMIA,572250,649892,672525,25,Cirugia
1704026,PLEURODESIS POR TORACOTOMIA,1365000,1543934,1597575,25,Cirugia
1704027,PLEUROTOMIA UNICA O DOBLE,227850,260010,269115,25,Cirugia
1704028,Tratamiento resectivo de tumores pleurales,1365000,1543934,1597575,25,Cirugia
1704029,BRONCOTOMIA O TRAQUEOBRONCOTOMIA EXPLORADORA O TERAPEUTICA POR TORACOTOMIA (PROC. AUT.),1365000,1543934,1597575,25,Cirugia
1704030,CIRUGIA RUPTURA TRAQUEOBRONQUIAL O TRATAMIENTO QUIRURGICO FISTULA BRONQUIAL POR ESTERNOTOMIA MEDIA,1573950,1860980,1925700,25,Cirugia
1704031,"PLASTIA DE TRAQUEA Y/O BRONQUIOS C/S RESECCION, C/S PROTESIS (NO INCLUYE EL VALOR DE LA PROTESIS)",1365000,1543934,1597575,25,Cirugia
1704032,TRATAMIENTO QUIRURGICO FISTULA BRONQUIAL POR TORACOTOMIA,1573950,1860980,1925700,25,Cirugia
1704033,"TUMORES TRAQUEALES, EXTIRPACION",1130850,1285969,1330665,25,Cirugia
1704034,"ABSCESO PULMONAR, DRENAJE POR TORACOTOMIA",1365000,1543934,1597575,25,Cirugia
1704035,BIOPSIA PULMONAR POR TORACOTOMIA,1130850,1285969,1330665,25,Cirugia
1704036,"BULAS, TRAT. QUIR.",1130850,1285969,1330665,25,Cirugia
1704037,CIRUGIA DE QUISTE HIDATIDICO SIN RESECCION PULMONAR,1573950,1860980,1925700,25,Cirugia
1704038,"CUERPO EXTRAÑO INTRAPULMONAR, EXTIRP. QUIR.",1130850,1285969,1330665,25,Cirugia
1704039,"HERIDAS DE PULMON, TRAT. QUIR. (PROC. AUT.)",961800,1075314,1112685,25,Cirugia
1704040,LOBECTOMIA O BILOBECTOMIA,1573950,1860980,1925700,25,Cirugia
1704041,"METASTASIS BILATERAL PULMON, TRAT. QUIR. POR ESTERNOTOMIA",1573950,1860980,1925700,25,Cirugia
1704042,METASTASIS UNILATERAL PULMON,1365000,1543934,1597575,25,Cirugia
1704043,NEUMONECTOMIA C/S RESECCION DE PARED COSTAL,1573950,1860980,1925700,25,Cirugia
1704045,QUISTECTOMIA SIMPLE DE PULMON,1365000,1543934,1597575,25,Cirugia
1704046,RESECCIONES SEGMENTARIAS ANATOMICAS DE PULMON,1365000,1543934,1597575,25,Cirugia
1704047,EXTRACCION CUERPO EXTRAÑO ESOFAGICO POR VIA CERVICAL,572250,649892,672525,25,Cirugia
1704048,"CUERPO EXTRAÑO ESOFAGICO, EXTRACCION POR ESOFAGOTOMIA, VIA TORACICA",1130850,1285969,1330665,25,Cirugia
1704049,ESOFAGOSTOMIA CERVICAL (PROC. AUT.),572250,649892,672525,25,Cirugia
1704050,"TUMORES BENIGNOS Y/O QUISTES ESOFAGICOS, TRAT. QUIR., VIA CERVICAL",1130850,1285969,1330665,25,Cirugia
1704051,TRATAMIENTO QUIRURGICO DE TUMORES ESOFAGICOS BENIGNOS Y/O QUISTES VIA TORACICA,1130850,1285969,1330665,25,Cirugia
1704052,"DIVERTICULOS ESOFAGICOS, TRAT. QUIR., VIA CERVICAL",961800,1075314,1112685,25,Cirugia
1704053,"DIVERTICULOS ESOFAGICOS, TRAT. QUIR., VIA TORACICA",961800,1075314,1112685,25,Cirugia
1704054,"ACHALASIA, TRAT. QUIR.",961800,1075314,1112685,25,Cirugia
1704055,"ATRESIA ESOFAGICA, TRAT. QUIR.",1921500,2164284,2239440,25,Cirugia
1704056,"ESOFAGECTOMIA CON RESTITUCION DEL TRANSITO MEDIANTE ESTOMAGO O INTESTINO, PARCIAL O TOTAL",1921500,2164284,2239440,25,Cirugia
1704057,"ESOFAGECTOMIA TOTAL CON ESOFAGOSTOMIA, GASTROSTOMIA Y YEYUNOSTOMIA",1921500,2164284,2239440,25,Cirugia
1704058,ESOFAGOGASTRECTOMIA PROXIMAL,1921500,2164284,2239440,25,Cirugia
1704059,"PROTESIS O TUBO ENDOESOFAGICO, COLOCACION DE (PROC. AUT.)",961800,1075314,1112685,25,Cirugia
1704060,RECONSTITUCION DE TRANSITO EN SEGUNDO TIEMPO (ESTOMAGO O INTESTINO) DE OPERACION COD. 17-04-057,1573950,1860980,1925700,25,Cirugia
1704061,SUTURA HERIDA O PERFORACION ESOFAGO CERVICAL,1130850,1285969,1330665,25,Cirugia
1704062,SUTURA HERIDA O PERFORACION ESOFAGO TORACICO,1573950,1860980,1925700,25,Cirugia
1704063,"VARICES ESOFAGICOS, LIGADURA DIRECTA",961800,1075314,1112685,25,Cirugia
1704064,FRENOPARALISIS TRAT. QUIR.,1365000,1543934,1597575,25,Cirugia
1707004,"PROVOCACION CON EJERCICIO, TEST DE",35000,35000,35000,68,Otorrino
1707021,LARINGOTRAQUEOBRONCOSCOPIA CON FIBROSCOPIO,184800,196937,203805,25,Cirugia
1707022,LARIGOTRAQUEOSCOPIA CON TUBO RIGIDO,140700,157500,163065,25,Cirugia
1707023,MEDIASTINOSCOPIA C/S BIOPSIA,184800,196937,203805,25,Cirugia
1707024,PLEUROSCOPIA (TORACOSCOPIA) C/S BIOPSIA,184800,196937,203805,25,Cirugia
1707027,"BRONCOASPIRACION, C/S LAVADO Y/O COLOCACION DE MEDICAMENTOS POR SONDA TRAQUEOBRONQUIAL (PROC. AUT.)",184800,196937,203805,25,Cirugia
1707034,"CUERPO EXTRAÑO DE BRONQUIO, EXTRACCION POR VIA ENDOSCOPICA (INCLUYE LA ENDOSCOPIA)",184800,196937,203805,25,Cirugia
1707037,INTUBACION TRAQUEAL (PROC. AUT.),140700,157500,163065,25,Cirugia
1801001,GASTRODUODENOSCOPIA (INCLUYE ESOFAGOSCOPIA),184800,196937,203805,25,Cirugia
1801002,ESOFAGOSCOPIA,184800,196937,203805,25,Cirugia
1801003,ENTEROSCOPIA,184800,196937,203805,25,Cirugia
1801004,ANO-RECTO-SIGMOIDOSCOPIA EN ADULTOS,140700,157500,163065,25,Cirugia
1801005,ANO-RECTO-SIGMOIDOSCOPIA EN NIÑOS (ADEMAS ANESTESIA COD. 22-01-001 SI CORRESPONDE),140700,157500,163065,25,Cirugia
1801006,COLONOSCOPIA LARGA (INCLUYE SIGMOIDOSCOPIA Y COLONOSCOPIA IZQUIERDA),184800,196937,203805,25,Cirugia
1801007,SIGMOIDOSCOPIA Y COLONOSCOPIA IZQUIERDA CON TUBO FLEXIBLE (INCLUYE LA ANO-RECTO-SIGMOIDOSCOPIA),184800,196937,203805,25,Cirugia
1801009,PERITONEOSCOPIA TRANSPARIETAL (INCLUYE EL NEUMOPERITONEO),227850,260010,269115,25,Cirugia
1801018,COLANGIOPANCREATOGRAFIA RETROGRADA C/S PAPILOTOMIA,184800,196937,203805,25,Cirugia
1801025,DILATACION DE ESTENOSIS BENIGNAS O MALIGNAS DEL TRACTO DIGESTIVO POR BALON,140700,157500,163065,25,Cirugia
1801026,DILATACION DE ESTENOSIS BENIGNAS O MALIGNAS DEL TRACTO DIGESTIVO POR BUJIA,140700,157500,163065,25,Cirugia
1801027,INSTALACION PROTESIS PLASTICA (S) EN VIA BILIAR O PANCREATICA,227850,260010,269115,25,Cirugia
1801028,"CUERPO EXTRAÑO, EXTRACCION ENDOSCOPICA",140700,157500,163065,25,Cirugia
1801029,DEVOLVULACION DE COLON POR COLONOSCOPIA,184800,196937,203805,25,Cirugia
1801030,"DILATACION ANO-RECTAL, POR SESION",119700,105081,140490,25,Cirugia
1801031,POLIPECTOMIA O MUCOSECTOMIA ENDOSCOPICA ALTA,227850,260010,269115,25,Cirugia
1801032,"ESCLEROTERAPIA DE HEMORROIDES, CUALQUIER NUMERO",140700,157500,163065,25,Cirugia
1801033,"INYECTOTERAPIA HEMOSTATICA, HEMOSTASIA MECANICA, HEMOSTASIA TERMICA, LIGADURA ELASTICA",227850,260010,269115,25,Cirugia
1801035,LIGADURA HEMORROIDES,140700,157500,163065,25,Cirugia
1801036,EXTRACCION ENDOSCOPICA DE CALCULOS BILIARES O PANCREATICOS,227850,260010,269115,25,Cirugia
1801038,"PUNCION EVACUADORA DE ABSCESO INTRAABDOMINALES (HEPATICO U OTROS), C/S TOMA DE MUESTRA, C/S INYECCION DE MEDICAMENTOS",140700,157500,163065,25,Cirugia
1801041,"PUNCION DE LIQUIDO ASCITICO, DIAGNOSTICA",227850,260010,269115,25,Cirugia
1801042,VACIAMIENTO MANUAL DE FECALOMA,227850,260010,269115,25,Cirugia
1801045,POLIPECTOMIA O MUCOSECTOMIA ENDOSCOPICA BAJA,227850,260010,269115,25,Cirugia
1802001,HERNIA DIAFRAGMATICA POR VIA ABDOMINAL O CUALQUIERA OTRA HERNIA CON USO DE PROTESIS (NO INCLUYE EL VALOR DE LA PROTESIS),961800,1075314,1112685,25,Cirugia
1802004,"LAPAROTOMIA EXPLORADORA, C/S LIBERACION DE ADHERENCIAS, C/S DRENAJE, C/S BIOPSIAS COMO PROC. AUT O COMO RESULTADO DE UNA HERIDA PENETRANTE ABDOMINAL NO COMPLICADA",715050,813344,841575,25,Cirugia
1802005,"ONFALOCELE (HASTA 5 CMS.), TRAT. QUIR.",715050,813344,841575,25,Cirugia
1802006,"ONFALOCELE (MAS DE 5 CMS.), TRAT. QUIR.",715050,813344,841575,25,Cirugia
1802007,"PERITONITIS DIFUSA AGUDA, TRAT. QUIR. (PROC. AUT.)",961800,1075314,1112685,25,Cirugia
1802008,TUMOR Y/O QUISTE PERITONEAL (PARIETAL),715050,813344,841575,25,Cirugia
1802009,TUMOR Y/O QUISTE RETROPERITONEAL,961800,1075314,1112685,25,Cirugia
1802010,ANTRECTOMIA Y VAGOTOMIA TRONCULAR O SELECTIVA (PROC. AUT.),1130850,1285969,1330665,25,Cirugia
1802011,"DESGASTRECTOMIA Y NEOANASTOMOSIS, C/S VAGUECTOMIA",1365000,1543934,1597575,25,Cirugia
1802012,"GASTROENTEROANASTOMOSIS, CUALQUIER TECNICA. (PROC. AUT.)",715050,813344,841575,25,Cirugia
1802013,GASTROSQUISIS,1130850,1285969,1330665,25,Cirugia
1802014,GASTROTOMIA Y/O GASTROSTOMIA (PROC. AUT.),572250,649892,672525,25,Cirugia
1802015,"PERFORACION GASTRICA AGUDA, TRAT. QUIR. (PROC. AUT.)",715050,813344,841575,25,Cirugia
1802016,PILOROPLASTIA (PROC. AUT.),715050,813344,841575,25,Cirugia
1802017,GASTRECTOMIA SUBTOTAL CON DISECCION GANGLIONAR,1130850,1285969,1330665,25,Cirugia
1802018,GASTRECTOMIA SUBTOTAL SIN DISECCION GANGLIONAR,1130850,1285969,1330665,25,Cirugia
1802019,"DUMPING Y/O SINDROME ASA AFERENTE, TRAT. QUIR.",1130850,1285969,1330665,25,Cirugia
1802021,GASTRECTOMIA SUB-TOTAL PROXIMAL CON ESOFAGO-GASTRO-ANASTOMOSIS U OTRA DERIVACION,1573950,1860980,1925700,25,Cirugia
1802022,GASTRECTOMIA TOTAL,1573950,1860980,1925700,25,Cirugia
1802023,GASTRECTOMIA TOTAL O SUB-TOTAL AMPLIADA (INCLUYE ESPLENECTOMIA Y PANCREATECTOMIA CORPOROCAUDAL Y DISECCION GANGLIONAR),2116800,2571936,2661330,25,Cirugia
1802024,"GASTROPEXIA Y/U OTRA CIRUGIA ANTIRREFLUJO, C/S VAGOTOMIA",961800,1075314,1112685,25,Cirugia
1802025,"VAGOTOMIA SELECTIVA Y SUPERSELECTIVA C/S DREN. GASTRICO, C/S PILOROPLASTIA (PROC. AUT.)",961800,1075314,1112685,25,Cirugia
1802026,DRENAJE DE COLECCIONES LIQUIDAS HEPATICAS,961800,1075314,1112685,25,Cirugia
1802027,COLANGIOENTEROANASTOMOSIS INTRAHEPATICA,1365000,1543934,1597575,25,Cirugia
1802028,COLECISTECTOMIA C/S COLANGIOGRAFIA OPERATORIA,961800,1075314,1112685,25,Cirugia
1802029,COLECISTECTOMIA Y COLEDOCOSTOMIA (SONDA T Y COLANGIOGRAFIA POSTOPERATORIA) C/S COLANGIOGRAFIA OPERATORIA,961800,1075314,1112685,25,Cirugia
1802030,COLECISTOGASTROANASTOMOSIS O COLECISTOENTEROANASTOMOSIS,961800,1075314,1112685,25,Cirugia
1802031,COLECISTOSTOMIA (PROC. AUT.),715050,813344,841575,25,Cirugia
1802032,COLEDOCO O HEPATOENTEROANASTOMOSIS,1130850,1285969,1330665,25,Cirugia
1802033,COLEDOCOSTOMIA SUPRADUODENAL O HEPATICOSTOMIA (PROC. AUT.),961800,1075314,1112685,25,Cirugia
1802034,COLOCACION DE VALVULA PERITONEOYUGULAR DERIVATIVA DE ASCITIS,715050,813344,841575,25,Cirugia
1802035,DESCONEXION ACIGOPORTAL CON TRANSECCION ESOFAGICA,1921500,2164284,2239440,25,Cirugia
1802036,DESCONEXION ACIGOPORTAL SIN TRANSECCION ESOFAGICA,1921500,2164284,2239440,25,Cirugia
1802037,DRENAJE VIA BILIAR TRANSHEPATICO,961800,1075314,1112685,25,Cirugia
1802038,"ESFINTEROPLASTIA TRANSDUODENAL, (PROC. AUT.)",1130850,1285969,1330665,25,Cirugia
1802039,HEPATECTOMIA SEGMENTARIA (PROC. AUT.),1365000,1543934,1597575,25,Cirugia
1802040,"HERIDA TRAUMATICA DE HIGADO Y/O VIA BILIAR, TRAT. QUIR.",961800,1075314,1112685,25,Cirugia
1802041,LOBECTOMIA HEPATICA (PROC. AUT.),1921500,2164284,2239440,25,Cirugia
1802042,"QUISTE HIDATIDICO, UNICO O MULTIPLE, Y/O CISTOYEYUNOANASTOMOSIS, TRAT. QUIR.",1130850,1285969,1330665,25,Cirugia
1802043,"ABSCESOS, QUISTES, PSEUDOQUISTES O SIMILARES DE PANCREAS, TRAT. QUIR.",961800,1075314,1112685,25,Cirugia
1802044,"HERIDAS, TRAUMATISMOS DE PANCREAS, TRAT.QUIR.",961800,1075314,1112685,25,Cirugia
1802045,PANCREATECTOMIA PARCIAL,1365000,1543934,1597575,25,Cirugia
1802046,PANCREATECTOMIA TOTAL C/S ESPLENECTOMIA,1921500,2164284,2239440,25,Cirugia
1802047,PANCREATODUODENECTOMIA,1921500,2164284,2239440,25,Cirugia
1802048,SECUESTRECTOMIA EN PANCREATITIS AGUDA,715050,813344,841575,25,Cirugia
1802049,AUTOIMPLANTE DE BAZO (INCLUYE ESPLENECTOMIA),1130850,1285969,1330665,25,Cirugia
1802050,ESPLENECTOMIA TOTAL O PARCIAL (PROC. AUT.),961800,1075314,1112685,25,Cirugia
1802051,"OPERACION DE ETAPIFICACION (INCLUYE ESPLENECTOMIA, BIOPSIAS HEPATICAS, DE GANGLIOS ABDOMINALES Y DE CRESTA ILIACA)",1130850,1285969,1330665,25,Cirugia
1802052,SUTURA ESPLENICA (PROC. AUT.),961800,1075314,1112685,25,Cirugia
1802053,APENDICECTOMIA Y/O DREN. ABSCESO APENDICULAR (PROC. AUT.),715050,813344,841575,25,Cirugia
1802054,CIERRE DE COLOSTOMIA (PROC. AUT.),715050,813344,841575,25,Cirugia
1802055,COLOSTOMIA (PROC. AUT.),715050,813344,841575,25,Cirugia
1802056,"COLOSTOMIA, COMPLICACIONES TARDIAS, TRAT. QUIR.",961800,1075314,1112685,25,Cirugia
1802057,"DIVERTICULO DE MECKEL, TRAT. QUIR.",715050,813344,841575,25,Cirugia
1802058,ENTERO-ENTEROANASTOMOSIS O ENTEROCOLOANASTOMOSIS (PROC. AUT.),715050,813344,841575,25,Cirugia
1802059,ENTEROTOMIA O ENTEROSTOMIA (YEYUNOSTOMIA U OTRA) (PROC. AUT.),572250,649892,672525,25,Cirugia
1802060,ILEOSTOMIA TERMINAL O EN ASA (PROC. AUT.),961800,1075314,1112685,25,Cirugia
1802061,"INVAGINACION INTESTINAL, TRAT. QUIR.",715050,813344,841575,25,Cirugia
1802062,"PERSISTENCIA CONDUCTO ONFALOMESENTERICO, TRAT. QUIR.",715050,813344,841575,25,Cirugia
1802063,"QUISTE URACO, TRAT. QUIR.",715050,813344,841575,25,Cirugia
1802065,OCLUSION INTESTINAL CON RESECCION,961800,1075314,1112685,25,Cirugia
1802066,OCLUSION INTESTINAL SIN RESECCION,715050,813344,841575,25,Cirugia
1802067,COLECTOMIA PARCIAL O HEMICOLECTOMIA,1130850,1285969,1330665,25,Cirugia
1802068,COLECTOMIA TOTAL ABDOMINAL,1365000,1543934,1597575,25,Cirugia
1802069,"DESCENSO DE COLON C/CONSERVACION DEL ESFINTER, INCLUYE RESECCION DE COLON",1365000,1543934,1597575,25,Cirugia
1802070,"HARTMANN, OPERACION DE (O SIMILAR)",1130850,1285969,1330665,25,Cirugia
1802071,"PERFORACION Y/O HERIDA DE INTESTINO, UNICA O MULTIPLE, TRAT. QUIR. (PROC. AUT.)",715050,813344,841575,25,Cirugia
1802072,"QUISTE Y/O TUMOR DEL MESENTERIO Y/O EPIPLONES, UNICO Y/O MULTIPLE, TRAT. QUIR.",715050,813344,841575,25,Cirugia
1802073,RECONSTITUCION TRANSITO POST OPERACION DE HARTMANN O SIM.,1130850,1285969,1330665,25,Cirugia
1802074,RESECCION DE INTESTINO Y ENTEROANASTOMOSIS (PROC. AUT.),961800,1075314,1112685,25,Cirugia
1802075,RESECCION INTESTINAL MASIVA POR TROMBOSIS MESENTERICA U OTRA ETIOLOGIA,1130850,1285969,1330665,25,Cirugia
1802076,"DUPLICACION INTESTINAL, TRAT. QUIR.",961800,1075314,1112685,25,Cirugia
1802077,"MAL ROTACION INTESTINAL, TRAT. QUIR.",961800,1075314,1112685,25,Cirugia
1802079,GASTRECTOMIA TOTAL CON OSTOMIAS PROXIMAL Y DISTAL,1573950,1860980,1925700,25,Cirugia
1802080,RECONSTITUCION DE TRANSITO EN 2° TIEMPO DE OPERACION CODIGO 18-02-079,1573950,1860980,1925700,25,Cirugia
1802081,"COLECISTECTOMIA POR VIDEOLAPAROSCOPIA, PROC. COMPLETO",1365000,1543934,1597575,25,Cirugia
1802082,RESECCION INTESTINAL CON OSTOMIAS PROXIMAL Y DISTAL,961800,1075314,1112685,25,Cirugia
1802100,(Y) TRASPLANTE HEPATICO,2415000,2694409,2788065,25,Cirugia
1802148,YEYUNOPANCREATOSTOMIA,1130850,1285969,1330665,25,Cirugia
1802154,"HERNIA CON MALLA PREPERITONEAL, ACCESO MININVASIVO.",961800,1075314,1112685,25,Cirugia
1802155,"HERNIA CON MALLA RETROMUSCULAR, HERNIA DIAFRAGMATICA POR VIA ABDOMINAL, HERNIA HIATAL, ACCESO MININVASIVO.",961800,1075314,1112685,25,Cirugia
1802158,CIRUGIA BARIATRICA BY PASS GASTRICO POR LAPAROSCOPIA,1921500,2164284,2239440,25,Cirugia
1802159,CIRUGIA BARIATRICA MANGA GASTRICA POR LAPAROSCOPIA,1921500,2164284,2239440,25,Cirugia
1803001,"ABSCESO ANO RECTAL COMPLEJO , TRATAMIENTO QUIRURGICO",368550,418736,433335,25,Cirugia
1803002,"ABSCESO ANORRECTAL SIMPLE, TRAT. QUIR.",227850,260010,269115,25,Cirugia
1803003,"ABSCESO SACROCOXIGEO, DRENAJE",227850,260010,269115,25,Cirugia
1803004,BIOPSIA QUIRURGICA RECTAL (PROC. AUT.),368550,418736,433335,25,Cirugia
1803006,"CUERPO EXTRAÑO RECTAL, EXTRACCION POR VIA ABDOMINAL",961800,1075314,1112685,25,Cirugia
1803007,"CUERPO EXTRAÑO RECTAL, EXTRACCION POR VIA ANAL",227850,260010,269115,25,Cirugia
1803008,DESGARROS Y HERIDAS ANORRECTALES CON COMPROMISO DEL ESFINTER,572250,649892,672525,25,Cirugia
1803009,DESGARROS Y HERIDAS ANORRECTALES SIN COMPROMISO DEL ESFINTER,368550,418736,433335,25,Cirugia
1803010,ESFINTEROTOMIA (PROC. AUT.),368550,418736,433335,25,Cirugia
1803011,"ESTENOSIS ANAL, PLASTIA",572250,649892,672525,25,Cirugia
1803012,"ESTENOSIS RECTAL, PLASTIA",715050,813344,841575,25,Cirugia
1803013,"FECALOMA, TRAT. QUIR.",715050,813344,841575,25,Cirugia
1803014,"FISTULA RECTOVESICAL, TRAT.QUIR.",961800,1075314,1112685,25,Cirugia
1803015,"FISTULA RECTOVAGINAL, RECTOURETRAL O URETROVAGINAL, TRAT.QUIR.",961800,1075314,1112685,25,Cirugia
1803016,"FISTULA ANORRECTAL, TRAT.QUIR.DE CUALQUIER TIPO",572250,649892,672525,25,Cirugia
1803017,"FISURA ANAL, REPAR. QUIR.",368550,418736,433335,25,Cirugia
1803018,HEMORROIDECTOMIA (INCLUYE OTRAS OPERACIONES COMPLEMENTARIAS EN CANAL ANAL),572250,649892,672525,25,Cirugia
1803019,"HEMORROIDES, TROMBECTOMIA (PROC. AUT.)",184800,196937,203805,25,Cirugia
1803020,"IMPERFORACION ANAL, RECONSTITUCION TRANSITO POR VIA ABDOMINO-PERINEAL",1130850,1285969,1330665,25,Cirugia
1803021,"IMPERFORACION ANAL, RECONSTITUCION TRANSITO POR VIA PERINEAL",715050,813344,841575,25,Cirugia
1803023,"INCONTINENCIA ANAL, TRAT.QUIR. CON CERCLAJE",572250,649892,672525,25,Cirugia
1803024,"INCONTINENCIA ANAL, TRAT.QUIR. CON PLASTIA MUSCULAR",715050,813344,841575,25,Cirugia
1803025,"POLIPO RECTAL, TRAT.QUIR. POR VIA ABDOMINAL",961800,1075314,1112685,25,Cirugia
1803026,"POLIPO RECTAL, TRAT.QUIR. POR VIA ANAL",368550,418736,433335,25,Cirugia
1803027,"PROLAPSO RECTAL, TRAT.QUIR. POR VIA ABDOMINAL",961800,1075314,1112685,25,Cirugia
1803028,"PROLAPSO RECTAL, TRAT.QUIR. POR VIA ANAL",572250,649892,672525,25,Cirugia
1803029,PANPROCTOCOLECTOMIA (2 EQUIPOS),1921500,2164284,2239440,25,Cirugia
1803030,"PRURITO ANAL, TRAT. QUIR. POR DENERVACION",572250,649892,672525,25,Cirugia
1803031,"QUISTE SACROCOXIGEO, TRAT. QUIR.",572250,649892,672525,25,Cirugia
1803032,RESECCION ABDOMINO-PERINEAL DE ANO Y RECTO (2 EQUIPOS),1573950,1860980,1925700,25,Cirugia
1803033,RESECCION ABDOMINO-PERINEAL DE ANO Y RECTO AMPLIADA (2 EQUIPOS) (INCLUYE GENITALES FEMENINOS),1921500,2164284,2239440,25,Cirugia
1803034,RESECCION ANTERIOR DE RECTO,1130850,1285969,1330665,25,Cirugia
1803035,RESECCION PERINEAL DE ANO Y RECTO,1365000,1543934,1597575,25,Cirugia
1803038,"CONDILOMAS ANALES, TRAT. QUIR.",368550,418736,433335,25,Cirugia
1901002,"CISTOSCOPIA CON O SIN SONDEO DE UNO O AMBOS URETERES, CON O SIN BIOPSIA",368550,418736,433335,25,Cirugia
1901003,CISTOSCOPIA Y/O URETROCISTOSCOPIA Y/O URETROSCOPIA (PROC.AUT.),227850,260010,269115,25,Cirugia
1901004,URETERONEFROSCOPIA,368550,418736,433335,25,Cirugia
1901005,"BIOPSIA PROSTATICA TRANSRECTAL O TRANSPERINEAL CON APOYO ECOGRAFICO. CUALQUIER NUMERO DE MUESTRAS, INCLUYE BIOPSIA POR SATURACION (ADEMAS COD. 04-04-004 Y ANESTESIA 22-01-001 SI CORRESPONDE)",140700,157500,163065,25,Cirugia
1901006,BIOPSIA RENAL TRANSPARIETAL,184800,196937,203805,25,Cirugia
1901007,CISTOMETRIA (PROC.AUT.),184800,196937,203805,25,Cirugia
1901010,PERFIL URETRAL (PROC.AUT.),184800,196937,203805,25,Cirugia
1901015,URETEROPIELOGRAFIA ASCENDENTE (DIRECTA) POR CATETERISMO URETERAL UNI O BILATERAL (INCLUYE LA ENDOSCOPIA) (A.C. 04-02-012),368550,418736,433335,25,Cirugia
1901030,"ESTUDIO URODINAMICO (INCLUYE CISTOMETRIA, EMG PERINEAL Y DEL ESFINTER URETRAL, PERFIL URETRAL Y UROFLUJOMETRIA)",184800,196937,203805,25,Cirugia
1902002,"ARTERIAS RENALES, OPERACIONES SOBRE (PROC. AUT.)",1573950,1860980,1925700,25,Cirugia
1902003,AUTO O HETEROTRASPLANTE RIÑON,2116800,2571936,2661330,25,Cirugia
1902004,"CIRUGIA DE BANCO, (PROC. COMPLETO) (MICRO-EXTRACORPOREA), AUTOTRASPLANTE",2116800,2571936,2661330,25,Cirugia
1902005,"LITIASIS RENAL, TRAT. QUIR. PERCUTANEO C/S ULTRASONIDO (INCLUYE TODO EL PROCEDIMIENTO)",961800,1075314,1112685,25,Cirugia
1902006,"LITIASIS RENAL O URETERAL POR CIRUGIA ABIERTA O LAPAROSCOPICA, POR PIELOTOMIA O NEFROTOMIA MINIMA O ANATROFICA.",961800,1075314,1112685,25,Cirugia
1902008,"LUMBOTOMIA EXPLORADORA C/S DREN., C/S BIOPSIA (PROC. AUT.)",715050,813344,841575,25,Cirugia
1902009,NEFRECTOMIA PARCIAL CUALQUIER VIA Y TECNICA. INCLUYE DISECCION GANGLIONAR ETAPIFICADORA O REDUCTIVA,1130850,1285969,1330665,25,Cirugia
1902010,"NEFRECTOMIA RADICAL POR CANCER RENAL, TRAUMATISMO RENAL, VIA ABIERTA, LAPAROSCOPICA O ROBOTICA, INCLUYE DISECCION GANGLIONAR ETAPIFICADORA O REDUCTIVA",1130850,1285969,1330665,25,Cirugia
1902011,NEFRECTOMIA POR PATOLOGIA BENIGNA O MALFORMACION O TRASPLANTE.,961800,1075314,1112685,25,Cirugia
1902012,DRENAJE PERCUTANEO O ENDOSCOPICO DE HIDRONEFROSIS. (PROC.AUTONOMO),961800,1075314,1112685,25,Cirugia
1902013,PIELOTOMIA EXPLORADORA Y/O TERAPEUTICA (INCLUYE LA PIELOSTOMIA Y/O PIELOPLASTIA),961800,1075314,1112685,25,Cirugia
1902015,SUPRARRENALECTOMIA UNILATERAL,961800,1075314,1112685,25,Cirugia
1902016,ANASTOMOSIS DE LOS URETERES,1130850,1285969,1330665,25,Cirugia
1902017,"FISTULA URETERO-VAGINAL, TRAT. QUIR.",961800,1075314,1112685,25,Cirugia
1902018,"NEFROURETERECTOMIA EN PATOLOGIA TUMORAL O MALFORMACION, CUALQUIER VIA O TECNICA.",1130850,1285969,1330665,25,Cirugia
1902019,URETERECTOMIA,961800,1075314,1112685,25,Cirugia
1902020,URETERO-LITOTOMIA ABIERTA,715050,813344,841575,25,Cirugia
1902021,"URETERO O NEFRO-LITOTOMIA ENDOSCOPICA C/URETEROSCOPIA RIGIDA O FLEXIBLE, CON O SIN FRAGMENTACION",368550,418736,433335,25,Cirugia
